,lyrics,artist,song,album_name,genres,spotify_id,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms
100380,"Quando é preciso, a gente tem que fazer
Sem levar a sério e nem entrar em crise
Como um bailarino que dança pra não morrer
Praticando a arte de saber viver

As coisas não tão diferentes
As coisas mudam com a gente
A gente muda até encontrar a paz
Pra não brigar com o mundo nunca mais
(Vamo viver)

Vamo, vamo, vamo
Quando a gente quer
A gente dá um jeitin de chegar no fim
Se a liberdade estiver na nossa mente
Leva ela pro mundo
Mundo leva a gente
A gente toca
Com mais amor, menos stress
Porque a vida não precisa ser ruim
Nossos sonhos podem ser verdade
Se abrirmos mão da nossa vaidade
Pra não ser só mais um nessa cidade

Quando amanhecer
A gente continua
Num céu azul que eu nem sei descrever
Tomando um vinho que eu nem sei pronunciar
Depois de passar a noite inteira com você
Baby, o que mais posso querer?
Quando amanhecer, quando amanhecer

Vamo, vamo, vamo
Quando a gente quer
A gente dá um jeitin de chegar no fim
Se a liberdade estiver na nossa mente
Leva ela pro mundo
Mundo leva a gente
A gente vai, vai
Com mais amor, menos stress
Porque a vida não precisa ser ruim
Nossos sonhos podem ser verdade
Se abrirmos mão da nossa vaidade
Pra não ser só mais um nessa cidade

Quando amanhecer
A gente continua
Num céu azul que eu nem sei descrever
Tomando um vinho que eu nem sei pronunciar
Depois de passar a noite inteira com você
Baby, o que mais posso querer?
Quando amanhecer, quando amanhecer

Quando amanhecer (a gente vê)
Quando amanhecer (a gente vê)
Quando é preciso, a gente tem que fazer",NX Zero,Nessa Cidade,Sintonia / Nessa Cidade,rock,60VZ0MykayPm8zLNOTSfG2,43.0,2017,0.708,0.731,5.0,1.0,0.696,132.94,205008
100927,"Canto minha vida com orgulho

Na minha vida e tudo acontece
Mas quanto mais a gente rala, mais a gente cresce
Hoje estou feliz porque sonhei com você
E amanhã posso chorar por não poder te ver
Mas o seu sorriso vale mais que um diamante
Se você vier comigo aí nós vamo adiante
Com a cabeça erguida, e mantendo a fé em Deus
O seu dia mais feliz vai ser o mesmo que o meu

A vida me ensinou a nunca desistir
Nem ganhar, nem perder mas procurar evoluir
Podem me tirar tudo que tenho
Só não podem me tirar as coisas boas
Que eu já fiz pra quem eu amo
Eu sou feliz e canto
O universo é uma canção eu vou que vou

Histórias, nossas histórias
Dias de luta, dias de glória
Histórias, nossas histórias
Dias de luta, dias de glória
Histórias, nossas histórias
Dias de luta, dias de glória
Histórias, nossas histórias
Dias de luta, dias de glória

Oh minha gata, morada dos meus sonhos
Todo dia, se pudesse eu ia estar com você
Já te via muito antes nos meus sonhos
Eu procurei a vida inteira por alguém como você
Por isso eu canto minha vida com orgulho
Com melodia, alegria e barulho
Eu sou feliz e rodo pelo mundo
Sou correria mas também sou vagabundo

Mas hoje dou valor de verdade
Pra minha saúde, pra minha liberdade
Que bom te encontrar nesta cidade
Esse brilho intenso me lembra você

Histórias, nossas histórias
Dias de luta, dias de glória
Histórias, nossas histórias
Dias de luta, dias de glória
Histórias, nossas histórias
Dias de luta, dias de glória
Histórias, nossas histórias
Dias de luta, dias de glória

Hoje estou feliz, acordei com o pé direito
E vou fazer de novo, vou fazer muito bem feito
Sintonia
Telepatia
Comunicação pelo cortéx
Bum, bye bye",Charlie Brown JR.,"Dias De Luta, Dias De Gloria",Imunidade Musical,"alternative rock,rock",006pMMCuRo2TFjh8sNGSov,62.0,2005,0.346,0.433,3.0,0.0,0.768,77.96300000000002,145467
101222,"Olha, você tem todas as coisas
Que um dia eu sonhei pra mim
A cabeça cheia de problemas
Não me importo, eu gosto mesmo assim
Tem os olhos cheios de esperança
De uma cor que mais ninguém possui
Me traz meu passado e as lembranças
Do que eu sempre quis ser e não fui
Olha, você vive tão distante
Muito além do que eu posso ter
E eu que sempre fui tão inconstante
Te juro, meu amor, agora é pra valer
Olha, vem comigo aonde eu for
Seja minha amante e meu amor
Vem seguir comigo o meu caminho
E viver a vida só de amor",Gal Costa,Olha,Gal Estratosférica,"bossa nova,mpb",50c0knPGjaJAuE4hRg28Qq,52.0,2016,0.7609999999999999,0.59,10.0,1.0,0.895,158.053,267267
101747,"Hoje eu vou sair pra encontrar o amor
Espero a tanto tempo e ainda não rolou
O vento diz que é hoje em meio a multidão
Que eu vou encontrar a dona do meu coração
Ai sempre
Sorrir e chorar e ter alguém pra compartilhar
Sempre
Viver para alguém que me ama e dividir
Sempre
Felicidade e amor
Então

Me encontra, ou deixa eu te encontrar
Me encontra, ou deixa eu te encontrar
Me encontra, ou deixa eu te encontrar
Me encontra, ou deixa eu te encontrar

Eu não conheço todas as flores
Mas vou mandar todas que eu puder
Vivemos tempos de loucos amores
Só é feliz quem sabe o que quer

Me encontra, ou deixa eu te encontrar
Me encontra, ou deixa eu te encontrar
Me encontra, ou deixa eu te encontrar
Me encontra, ou deixa eu te encontrar

Fico pensando onde está você
E se você estaria pensando em me encontrar
Como sou, onde estou, e onde quero chegar?
Como sou, como é que vai ser, e onde vou te levar?
Mas se você me ver, pode acenar pra mim
Já pensou que louco te encontrar assim?
Eu vou na boa vou na fé sei que vou te encontrar
E quando eu te encontrar nós vamos comemorar!

Me encontra, ou deixa eu te encontrar
Me encontra, ou deixa eu te encontrar
Me encontra, ou deixa eu te encontrar
Me encontra, ou deixa eu te encontrar",Charlie Brown JR.,Me Encontra (Ao Vivo),Música Popular Caiçara (Ao Vivo),"rock,brazilian rock,pop rock",4xTXvDVSn9fixWGiwcfJk6,30.0,2012,0.36,0.955,8.0,1.0,0.38,96.043,198391
101878,"O meu samba vai curar teu abandono
O meu samba vai te acordar do sono
Meu samba não quer ver você tão triste
Meu samba vai curar a dor que existe
Meu samba vai fazer ela dançar
É o samba certo pra você cantar

O meu samba é de vida e não de morte
Meu samba vem pra cá e traz a sorte
E celebra tudo o que é bonito
Meu samba não despreza o esquisito
Meu Samba vai tocar no infinito
Meu Samba é de bossa e não de grito

Meu Samba, defendi com alegria
Deixe que a noite vadia
Vai saber lhe coroar
Deixo entregue aos bambas de verdade
Que estão nos morros da cidade
Peço a benção pra passar
Deixo entregue aos bambas de verdade
Que estão nos morros da cidade
Peço a benção pra passar",Maria Rita,Samba Meu,Samba Meu,mpb,5ua6ByZaOw4hlMP6i8Vjdz,52.0,2007,0.78,0.5710000000000001,11.0,0.0,0.858,102.026,227520
101946,"Vai sem direção
Vai ser livre
A tristeza não
Não resiste

Solte os seus cabelos ao vento
não olhe para trás
Ouça o barulhinho que o tempo
No seu peito faz
Faz sua dor dançar

Atenção para escutar
Esse movimento que traz paz
Cada folha que cair
Cada nuvem que passar

Ouve a terra respirar
Pelas portas e janelas das casas
Atenção para escutar
O que você quer saber de verdade

Vai sem direção
Vai ser livre
A tristeza não
Não resiste

Solte os seus cabelos ao vento
Não olhe para trás
Ouça o barulhinho que o tempo
no seu peito faz
Faça a sua dor dançar

Atenção para escutar
Esse movimento que traz paz
Cada folha que cair
Cada nuvem que passar

Ouve a terra respirar
Pelas portas e janelas das casas
Atenção para escutar
O que você quer saber de verdade

Saber de verdade
De verdade
Saber de verdade
(de verdade)",Marisa Monte,O Que Você Quer Saber de Verdade,O Que Você Quer Saber de Verdade,"pop,mpb,mpb",1HRAqtZiyIHeyoVE28nFVx,28.0,2011,0.653,0.5489999999999999,2.0,0.0,0.5379999999999999,124.984,215520
102044,"Pela sua cabeleira vermelha
Pelos raios desse sol lilás
Pelo fogo do seu corpo, centelha
Pelos raios desse sol

Apenas apanhei na beira mar
Um taxi prá estação lunar

Bela, linda, criatura bonita
Nem menina, nem mulher
Tem espelho no seu rosto de neve
Nem menina, nem mulher

(repete refrão)

Ela me deu o seu amor, eu tomei
No dia dezesseis de maio... viajei
De espaçonave atropelado, procurei
O meu amor, aperriado",Geraldo Azevedo,Taxi Lunar,Raízes e Frutos,"mpb,mpb",2mLtn7zqcqalNZSfQZ62ko,41.0,1998,0.655,0.47,4.0,0.0,0.5770000000000001,145.703,231067
102704,"Lá vem você de novo procurar por mim
Por favor me esqueça
não ficou nem um vestígio de de você em mim
Por incrível que pareça

refrão:

Quando a gente se apaixona diz
Bobagem, faz promessas que não vai poder pagar
e perdoa se na despedida eu te beijei com
gosto de quem vai voltar
se arrume com alguém que seja do teu jeito
porque a gente já não tem nada em comum
mas ficamos tantas vezes um no outro
mas nunca fomos um

Não toque em mim a paixão tem memória
e se o coração resolve me trair, me trair logo agora
não dá pra fugir,
não faz assim eu conheço esse jogo
eu já sei que se a gente se tocar é fogo

refrão:
Quando a gente se apaixona diz
Bobagem, faz promessas que não vai poder pagar
e perdoa se na dispedida eu te beijei com
gosto de quem vai voltar
se arrume com alguém que seja do teu jeito
porque a gente já não tem nada em comum
mas ficamos tantas vezes um no outro
mas nunca fomos um

2x
Não toque em mim a paixão tem memoria
e se o coração resolve me trair, me trair logo agora
não dá pra fugir,
não faz assim eu conheço esse jogo
eu já sei que se a gente se tocar é fogo",Alcione,A Paixão Tem Memória,A Paixão Tem Memória,samba,4RGRfGjhTxsCkLaHFF90Bq,48.0,2001,0.648,0.443,6.0,0.0,0.332,91.072,282773
102772,"Ê Manaus
Coisa linda

É
Já tá ficando chato, né
A encheção de saco, pois é
Prepara que eu já tô me preparando
Enquanto cê tá indo eu tô voltando

E todo esse caminho eu sei de cor
Se eu não me engano agora vai me deixar só
O segundo passo é não me atender
O terceiro é se arrepender
Se o que dói em mim doesse em você

Eu quero ouvir

Deixa, deixa mesmo de ser importante
Vai deixando a gente pra outra hora
Vai tentar abrir a porta desse amor
Quando eu tiver jogado a chave fora

Deixa, deixa mesmo de ser importante
Vai deixando a gente pra outra hora
E quando se der conta já passou
Quando olhar pra trás já fui embora

Que coisa mais linda Manaus

Eu quero ouvir vocês bem alto assim ó

E todo esse caminho eu sei de cor
Se eu não me engano agora vai me deixar só
O segundo passo é não me atender
O terceiro é se arrepender
Se o que dói em mim doesse em você

Deixa
Deixa, deixa mesmo de ser importante
Vai deixando a gente pra outra hora
Vai tentar abrir a porta desse amor
Quando eu tiver jogado a chave fora

Deixa, deixa mesmo de ser importante
Vai deixando a gente pra outra hora
E quando se der conta já passou
Quando olhar pra trás...

Ê

E quando se der conta já passou
Quando olhar pra trás já fui embora

Cês tão querendo me matar do coração, é
Meu Deus do céu",Marília Mendonça,Eu Sei de Cor - Ao Vivo,Agora É Que São Elas Ao Vivo (Acústico) - EP,sertanejo,45wqPwIH4A5cr2IyyD4WKf,60.0,2016,0.855,0.601,6.0,0.0,0.7759999999999999,124.016,174663
102888,"Lá vem você com seus larará lara laralauê larauê lará lará larauê
Lá vem você com seus larará lara laralauê larauê lará lará larauê

Virando a esquina, na porta do bar
Sol de meio dia, no copo um capó
Pra pensar no almoço depois no jantar
Sem café pra tomar
Esperar o amanhã

Tanta gente na porta de bar
Que vive a sorrir, que vive a chorar
Eu só queria você meu benzinho voltando pro lar

Lá vem você com seus larará lara laralauê larauê lará lará larauê
Lá vem você com seus larará lara laralauê larauê lará lará larauê

Virando a esquina, um pouco de ginga um pouco de malícia
E quando a noite vem a gente esquece a preguiça
E ela vem no gingado de cá, de lá e de cá

Se for pra falar da conjectura e da concepção
Meu deus do céu, maternidade irmão
Com essa mulher pretendo me casar

Lá vem você com seus larará lara laralauê larauê lará lará larauê

Pra crescer e ter sombra a árvore tem que vingar
Passa o tempo depois de colar
Passarinhos pra então fermentar a semente que vem
A copa oferece atenção

Protege do sol
O outro dia o irmão que bebeu
Que tomou pra esquecer a mulher
Que talvez não foi merecedor
Haja lari larará, meu amigo doutor

Lá vem você com seus larará lara laralauê larauê lará lará larauê
Lá vem você com seus larará lara laralauê larauê lará lará larauê",Criolo,Lá Vem Você,Espiral de Ilusão,"samba,rap,mpb",3FiiurDpodJXFxYMYgFc6G,48.0,2017,0.785,0.599,2.0,1.0,0.961,81.931,220320
103060,"É claro que somos as mesmas pessoas
Mas pare e perceba como o seu dia-a-dia mudou
Mudaram os horários, hábitos, lugares
Inclusive as pessoas ao redor

São outros rostos, outras vozes
Interagindo e modificando você
E aí surgem novos valores
Vindos de outras vontades

Alguns caindo por terra
Pra outros poderem crescer

Caem um, dois, três
Caem quatro
A Terra girando não se pode parar

Caem um, dois, três
Caem quatro
A Terra girando não se pode parar

Outras situações em outras circunstâncias
Entre uma e outra as vezes se vêem os mesmos defeitos
Todas aquelas marcas do jeito de cada um

Alguns ainda caem por terra
Pra outros poderem crescer

Caem um, dois, três
Caem quatro
A Terra girando não se pode parar

Caem um, dois, três
Caem quatro
A Terra girando não se pode parar

ciclo em diferentes fases
Vivendo de outra forma
Com outros interesses
Outras ambições mais fortes
Somadas com as anteriores
Mudança de prioridades
Mudança de direção

Alguns ainda caem por terra
Pra outros poderem crescer

Caem um, dois, três
Caem quatro
A Terra girando não se pode parar
Caem um, dois, três
Caem quatro
A Terra girando não se pode parar
Caem um, dois, três
Caem quatro
A Terra girando não se pode parar
Caem um, dois, três
Caem quatro
A Terra girando não se pode parar",Pitty,Anacrônico,Anacrônico,rock,1cc0kyZrheNxOYPn3VoVEH,60.0,2005,0.564,0.499,11.0,0.0,0.364,106.052,222040
103073,"Disse um velho orixá pra oxalá
Pra acreditar
Pra não temer, temer, temer
Desses tempos verdadeiros
Tempos maus
Disse um velho orixá pra oxalá
Pra acreditar
Pra não temer, temer, temer
Desses tempos verdadeiros
Tempos maus
Dia 2 de fevereiro
Dia de Iemanjá
Vá pra perto do mar
Leve mimos pra sereira
Janaína Iemanjá
Pra perto do mar
Leve mimos pra sereia
Janaína Iemanjá
Havia rosas no mar
Havia ondas na areia
Lá em Rio Vermelho
Em Salvador
Vamos dançar
Dia 2 de fevereiro
Dia de Iemanjá
Leve mimos pra sereira
Janaína Iemanjá
Disse um velho orixá pra oxalá
Pra não temer
Pra não temer
Dia 2 de fevereiro
Festa lá no Rio Vermelho
Em Salvador vamos dançar
Leve mimos pra sereia
Janaína Iemanjá
Havia rosas no mar
Havia ondas na areia
Vá brincar no Rio Vermelho
A festa de Iemanjá
Salvador está em festa
Vou cantar
Vou cantar, ahhhhh
Pra saudade sereia
Vai brincar na areia
Para acreditar
Pra saudade sereia
Vista de branco
Dia de lua cheia",Otto,Janaina,Certa Manha Acordei De Sonhos Intranquilos,mpb,2E234DXuLdjiqKPdHIAB9T,34.0,2009,0.499,0.705,7.0,0.0,0.8809999999999999,172.355,280440
103225,"Ela dormiu no calor dos meus braços
E eu acordei sem saber se era um sonho
Algum tempo atrás pensei em te dizer
Que eu nunca caí nas suas armadilhas de amor
Naquele amor
À sua maneira
Perdendo o meu tempo
A noite inteira
Não mandarei cinzas de rosas
Nem penso em contar os nossos segredos
Naquele amor
À sua maneira
Perdendo o meu tempo
A noite inteira
Ela dormiu no calor dos meus braços
E eu acordei sem saber se era um sonho
Algum tempo atrás pensei em te dizer
Que eu nunca caí nas suas armadilhas de amor
Naquele amor
À sua maneira
Perdendo o meu tempo
A noite inteira
Naquele amor
À sua maneira
Perdendo o meu tempo
A noite inteira
A noite inteira!
A noite inteira!
A noite inteira!
A noite inteira!
A noite inteira!",Capital Inicial,A sua maneira,Capital Inicial Multishow Ao Vivo,"rock,pop rock,folk",0y1Cn8jcLCr5fJvvO35zuN,58.0,2008,0.468,0.88,11.0,0.0,0.395,112.987,267933
103314,"ô ô ô ô ô ô, lá lá lá... a a a 2x
Tive razão
Posso falar
Não foi legal, não pegou bem
Que vontade de chorar, dói
Em pensar que ela não vem, só dói
Mas pra mim tá tranquilo, eu vou zoar
O clima é de partida
Vou dar sequência na minha vida
E de bobeira é que eu não estou
E você sabe como é que é, eu vou
Mas poderei voltar quando você quiser!
ô ô ô ô ô ô, lá lá lá... a a a
Demorô vai ser melhor...",Seu Jorge,Tive Razão,Cru,"samba,mpb,soundtrack",24Ic0jfMTc7FjQBEOyiK91,29.0,2006,0.648,0.696,4.0,0.0,0.614,100.366,272133
104054,"Ô, Ana,
Cê sái tão cedo
E nunca explica
Se vai de medo
Ou se vai de aflita.

Ô, Ana,
Abre o teu quarto,
Vou de visita,
Eu gosto tanto
De te ver bonita.

Se desse eu dava Ana
Aquele brinco pra você.
Se eu pudesse eu comprava Ana
Todas as roupas pra você,
Provar que eu dava tudo ah,
O meu violão eu largava,
Eu dava tudo
Pra visitar teu coração.

Ô, Ana,
Cê sái tão cedo
E nunca explica
Se vai de medo
Ou se vai de aflita.",Mallu Magalhães,"Ô, Ana",Pitanga,"folk,singer-songwriter",1ruUd8S25B8MIf5WWR2gid,43.0,2011,0.664,0.384,9.0,1.0,0.67,144.069,134187
104210,"Terezinha como vai você Terê o que faz você Te Te
Se eu fosse você Terê seu eu fosse você Terê
Eu voltava e dizia como vai o que faz e onde vai você
Pois o meu coração bate perguntando por você
Terezinha como vai você Terê
O que faz você Te Te e e e e e e e
Os desencontros são tantos que quando você vai prá casa
Eu sozinho vou prá rua quando você olhar pro sol
Eu sozinho; olho prá lua Te Te Terê Terezinha do meu Brasil
Terê Terezinha do meu Brasil
Terê Terezinha do meu Brasil Terê Terezinha do meu Brasil",Jorge Ben,Terezinha,Força Bruta (1970),latin,2LNGHFfQATNMaTjeEKvD83,14.0,2011,0.654,0.7040000000000001,9.0,0.0,0.6459999999999999,117.747,191440
